datetime,power,Temperature,humidity,Liquid,Wind Speed,holiday
2015/1/12 10:00,1413.0273,29.1123291,0.018037364,0.017875671,15.37961098,0
2015/1/12 11:00,1452.004,30.01369629,0.018029533,0.011569977,15.09175632,0
2015/1/12 12:00,1439.2499,30.59246216,0.018059816,0.007663727,14.50027448,0
2015/1/12 13:00,1468.9201,30.86177979,0.018112497,0.005130768,13.73928785,0
2015/1/12 14:00,1466.2352,30.8333374,0.018111177,0.007938385,12.96614499,0
2015/1/12 15:00,1420.9684,30.42440186,0.018033661,0.015129089,12.35038462,0
2015/1/12 16:00,1352.0557,29.64425049,0.018070837,0.007526398,11.31842297,0
2015/1/12 17:00,1218.532,28.32766113,0.018329667,0.008979797,9.0455904,0
2015/1/12 18:00,1214.6585,26.31685791,0.018260717,0.014034271,6.502446389,0
2015/1/12 19:00,1247.0384,25.5069519,0.018016165,0.023460388,6.509063622,0
2015/1/12 20:00,1196.3554,24.98015747,0.017886242,0.037384033,6.234273782,0
2015/1/12 21:00,1179.6993,24.59475098,0.017764088,0.037460327,6.19001386,0
2015/1/12 22:00,1113.0861,24.33446655,0.017673327,0.037963867,6.225846061,0
2015/1/12 23:00,1069.6154,24.14455566,0.017614713,0.043533325,6.25088481,0
2015/1/13 0:00,1008.6023,23.98522339,0.017599748,0.04484558,6.235935662,0
2015/1/13 1:00,963.507,23.83690796,0.017622592,0.045425415,6.280211679,0
2015/1/13 2:00,932.9905,23.71886597,0.017629635,0.0440979,6.582510255,0
2015/1/13 3:00,914.5482,23.5949646,0.017583344,0.046417236,6.917445809,0
2015/1/13 4:00,890.0387,23.42318115,0.017453376,0.04525757,6.7694553,0
2015/1/13 5:00,898.9312,23.22081909,0.017293157,0.039886475,6.273431121,0
2015/1/13 6:00,938.52,23.10134277,0.017163593,0.038757324,5.795017556,0
2015/1/13 7:00,1032.0544,24.76784668,0.017621648,0.04055786,8.444690784,0
2015/1/13 8:00,1231.2967,26.65053711,0.017980684,0.04446411,11.1487808,0
2015/1/13 9:00,1342.1865,28.16439209,0.018019335,0.043289185,12.61735136,0
2015/1/13 10:00,1400.6246,29.30065308,0.018187078,0.0440979,12.55217413,0
2015/1/13 11:00,1418.5336,30.23674927,0.018347468,0.04777527,12.18041948,0
2015/1/13 12:00,1399.3289,30.88741455,0.018477116,0.048538208,11.68448261,0
2015/1/13 13:00,1431.8609,31.23696289,0.018599091,0.055633545,11.03341758,0
2015/1/13 14:00,1434.055,31.2322937,0.018683184,0.0713501,10.45815418,0
2015/1/13 15:00,1410.4219,30.91152344,0.018668238,0.08016968,9.992802135,0
2015/1/13 16:00,1343.8872,30.18493042,0.018805774,0.06604004,8.769254946,0
2015/1/13 17:00,1226.8784,28.93032227,0.019332482,0.072143555,6.252757982,0
2015/1/13 18:00,1230.8641,26.92940674,0.01915748,0.08822632,4.462105498,0
2015/1/13 19:00,1245.7079,26.15688477,0.018593302,0.08743286,5.324251278,0
2015/1/13 20:00,1208.0527,25.4939209,0.018272975,0.075683594,5.656238302,0
2015/1/13 21:00,1174.6285,24.87160645,0.018021107,0.06375122,4.948114487,0
2015/1/13 22:00,1114.6625,24.38405762,0.017762315,0.05885315,4.737287566,0
2015/1/13 23:00,1064.1879,24.06539307,0.017579718,0.05505371,4.843860543,0
2015/1/14 0:00,1002.264,23.83822021,0.017480034,0.04270935,5.140486658,0
2015/1/14 1:00,978.6654,23.68807373,0.017418256,0.03543091,5.456082654,0
2015/1/14 2:00,961.1263,23.54003296,0.017349483,0.051651,5.713794069,0
2015/1/14 3:00,949.9135,23.35036621,0.017227264,0.057998657,6.223203432,0
2015/1/14 4:00,941.1751,23.14040527,0.017082717,0.041992188,6.642497829,0
2015/1/14 5:00,947.0861,22.90926514,0.016960608,0.029914856,6.839090035,0
2015/1/14 6:00,978.1018,22.78334961,0.016861442,0.025604248,6.931977221,0
2015/1/14 7:00,1057.7492,24.41661987,0.017250583,0.02609253,9.822425354,0
2015/1/14 8:00,1241.2153,26.33080444,0.017655103,0.026992798,12.84244868,0
2015/1/14 9:00,1344.3622,27.97945557,0.017723886,0.024002075,14.56433783,0
2015/1/14 10:00,1398.4079,29.19692383,0.01773194,0.017677307,14.39675438,0
2015/1/14 11:00,1430.8634,30.16011963,0.017763058,0.01676941,13.76948782,0
2015/1/14 12:00,1425.2537,30.76870117,0.01775671,0.025360107,12.95978592,0
2015/1/14 13:00,1452.8792,30.9861084,0.017690495,0.056671143,12.1784112,0
2015/1/14 14:00,1453.3303,30.86934814,0.017638886,0.0546875,11.73627155,0
2015/1/14 15:00,1407.6635,30.50405273,0.017494278,0.046417236,11.69391897,0
2015/1/14 16:00,1344.752,29.62313232,0.01741706,0.037109375,10.84424151,0
2015/1/14 17:00,1246.3577,28.22359619,0.017729234,0.023757935,8.875785234,0
2015/1/14 18:00,1241.159,26.08803711,0.017530931,0.021461487,7.18261826,0
2015/1/14 19:00,1266.2798,25.06881104,0.017210862,0.021156311,7.405029629,0
2015/1/14 20:00,1239.0832,24.33373413,0.01701297,0.02193451,7.14223338,0
2015/1/14 21:00,1198.7594,23.83596191,0.016769642,0.024085999,6.917946522,0
2015/1/14 22:00,1147.5305,23.51473389,0.01664226,0.031692505,6.588387947,0
2015/1/14 23:00,1077.9967,23.30089722,0.016601527,0.032958984,6.272569366,0
2015/1/15 0:00,1009.414,23.09719238,0.016606703,0.034988403,5.652317912,0
2015/1/15 1:00,944.5274,22.85915527,0.01657448,0.04043579,4.889746719,0
2015/1/15 2:00,923.3099,22.60634766,0.01652008,0.04385376,4.404088631,0
2015/1/15 3:00,912.9435,22.37410889,0.016458742,0.040878296,4.335997914,0
2015/1/15 4:00,908.5382,22.22704468,0.016436107,0.042892456,4.611760206,0
2015/1/15 5:00,916.359,22.16665039,0.016444288,0.044708252,4.970744568,0
2015/1/15 6:00,949.9374,22.23589478,0.016452711,0.04940796,5.223876876,0
2015/1/15 7:00,1049.5205,24.26156006,0.017025718,0.04801941,8.138581136,0
2015/1/15 8:00,1215.5374,26.36843262,0.017461183,0.045394897,11.19202518,0
2015/1/15 9:00,1308.8693,28.06575928,0.017698342,0.043441772,12.81546051,0
2015/1/15 10:00,1383.5532,29.31072388,0.017820599,0.03993225,12.77796938,0
2015/1/15 11:00,1425.1319,30.30516968,0.017866142,0.03627014,12.32322198,0
2015/1/15 12:00,1408.909,30.96999512,0.017896514,0.04701233,11.51672175,0
2015/1/15 13:00,1434.3734,31.19515381,0.018010946,0.085754395,10.58714986,0
2015/1/15 14:00,1439.2714,31.07143555,0.01801128,0.13244629,10.03248566,0
2015/1/15 15:00,1411.9155,30.67049561,0.017943256,0.1560669,9.37524415,0
2015/1/15 16:00,1320.2123,29.96468506,0.018058253,0.16448975,7.971246909,0
2015/1/15 17:00,1215.5868,28.69619141,0.018448276,0.15771484,5.499849525,0
2015/1/15 18:00,1221.7823,26.75042114,0.018173844,0.1383667,4.13885268,0
2015/1/15 19:00,1243.9258,25.94567261,0.017914487,0.09838867,4.818613595,0
2015/1/15 20:00,1210.1078,25.25930176,0.01769254,0.07531738,5.07473832,0
2015/1/15 21:00,1166.7953,24.64217529,0.017502021,0.06411743,4.771061766,0
